?,L2,L,U2,U,I2,I,R,Word,UKPhonetics,USPhonetics,Paraphrase,
0,09,08,07,6,04,3,0.864464465,exonerate,[ɪɡˈzɒnəreɪt],[ɪɡˈzɑːnəreɪt],免除责备,
0,09,08,07,6,05,4,0.085850885,exorbitant,[ɪgˈzɔːbɪt(ə)nt],[ɪɡˈzɔrbɪtənt],过度的,
0,09,08,07,6,06,5,0.068387407,exotic,[ɪgˈzɒtɪk],[ɪɡˈzɑtɪk],外来的，不同寻常的,
0,09,08,07,6,07,6,0.828412569,expansive,[ɪkˈspænsɪv],[ɪkˈspænsɪv],话多的，健谈的,
0,09,08,07,6,08,7,0.941501932,expedite,[ˈekspədaɪt],[ˈekspədaɪt],加快进程,
0,09,08,07,6,09,8,0.455740348,expediency,[ɪkˈspiːdɪənsɪ],[ɪkˈspidɪənsi],应急手段，权宜之计,
0,09,08,07,6,10,9,0.95816894,expiate,[ˈekspieɪt],[ˈekspieɪt],赎罪，纠正,
0,09,08,08,7,01,0,0.034716504,expire,[ɪkˈspaɪə],[ɪkˈspaɪə],断气，死亡；到期,
0,09,08,08,7,02,1,0.410058678,explicit,[ɪkˈsplɪsɪt],[ɪkˈsplɪsɪt],表达清晰的；成熟的，完全形成的,
0,09,08,08,7,03,2,0.816040195,exploit,[ɪkˈsplɒɪt],[ɪkˈsplɔɪt],英雄行为；最大程度地利用,
0,09,08,08,7,04,3,0.893798085,exponent,[ɪkˈspəʊnənt],[ɪkˈsponənt],倡导者，支持者,
0,09,08,08,7,05,4,0.794352513,expurgate,[ˈekspəɡeɪt],[ˈekspərɡeɪt],净化(书等)，删去(不当处),
0,09,08,08,7,06,5,0.193053767,exquisite,[ˈekskwɪzɪt],[ɪkˈskwɪzɪt],精致精巧的,
0,09,08,08,7,07,6,0.63430696,extant,[ɪkˈstænt],[ɛkˈstænt],现存的,
0,09,08,08,7,08,7,0.694656457,extemporize,[ɪkˈstempəraɪz],[ɪkˈstempəraɪz],即兴表现,
0,09,08,08,7,09,8,0.08315549,extenuate,[ɪksˈtenjʊeɪt],[ɪkˈstenjʊˌeɪt],减轻罪过,
0,09,08,08,7,10,9,0.345628423,extinct,[ɪkˈstɪŋkt],[ɪkˈstɪŋkt],灭绝的,
0,09,08,09,8,01,0,0.383539122,extinguish,[ɪkˈstɪŋgwɪʃ],[ɪkˈstɪŋɡwɪʃ],熄灭,
0,09,08,09,8,02,1,0.487978722,extol,[ɪkˈstəʊl],[ɪkˈstol],赞美；吹捧,
0,09,08,09,8,03,2,0.917025616,extort,[ɪkˈstɔːt],[ɪkˈstɔrt],勒索,
0,09,08,09,8,04,3,0.427098535,extract,[ˈekstrækt],[ˈɛkstrækt],用力拔出,
0,09,08,09,8,05,4,0.696756709,encyclopedic,[ɪnˌsaɪkləˈpiːdɪk],[ɪnˌsaɪkləˈpiːdɪk],全面的，百科全书式的,
0,09,08,09,8,06,5,0.266274971,extraneous,[ɪkˈstreɪniəs],[ɪkˈstreɪniəs],无关的,
0,09,08,09,8,07,6,0.925875807,extravagant,[ɪkˈstrævəg(ə)nt],[ɪkˈstrævəgənt],挥霍的；过度的，不必要的,
0,09,08,09,8,08,7,0.065341526,extricate,[ˈekstrɪkeɪt],[ˈɛkstrɪket],使解脱，救出,
0,09,08,09,8,09,8,0.933073749,exuberant,[ɪɡˈzjuːbərənt],[ɪɡˈzuːbərənt],非常高兴的，热情洋溢的,
0,09,08,09,8,10,9,0.978730784,exude,[ɪɡˈzjuːd],[ɪɡˈzuːd],分泌，流出,
0,09,08,10,9,01,0,0.093912969,exult,[ɪgˈzʌlt],[ɪɡˈzʌlt],感到欢喜,
0,09,08,10,9,02,1,0.734608751,fable,[ˈfeɪb(ə)l],[ˈfebl],神话，传说；谎言，虚构,
0,09,08,10,9,03,2,0.042136771,fabricate,[ˈfæbrɪkeɪt],[ˈfæbrɪket],捏造,
0,09,08,10,9,04,3,0.569487609,facetious,[fəˈsiːʃəs],[fəˈsiʃəs],喜欢开玩笑的，轻浮的,
0,09,08,10,9,05,4,0.811723127,facile,[ˈfæsaɪl],[ˈfæsl],表面的，浅尝辄止的,
0,09,08,10,9,06,5,0.658356059,facilitate,[fəˈsɪlɪteɪt],[fəˈsɪləˈtet],使变容易，促进,
0,09,08,10,9,07,6,0.160140337,faction,[ˈfækʃ(ə)n],[ˈfækʃən],派系,
0,09,08,10,9,08,7,0.748368804,fallacious,[fəˈleɪʃəs],[fəˈleʃəs],谬误的，不合逻辑的,
0,09,08,10,9,09,8,0.996504206,fallow,[ˈfæləʊ],[ˈfælo],休耕的,
0,09,08,10,9,10,9,0.336372739,fail-safe,[feɪlseɪf],[feɪlseɪf],保险措施；万无一失的,
0,10,09,01,0,01,0,0.802239987,falsehood,[ˈfɔːlshʊd],[ˈfɔlshʊd],谎言,
0,10,09,01,0,02,1,0.462268772,falter,[ˈfɔːltə],[ˈfɔltə],蹒跚；犹豫，踌躇,
0,10,09,01,0,03,2,0.544755813,fanatic,[fəˈnætɪk],[fəˈnætɪk],狂热者；狂热的；盲信的,
0,10,09,01,0,04,3,0.101446533,fantasy,[ˈfæntəsɪ],[ˈfæntəsi],幻想；产生幻想,
0,10,09,01,0,05,4,0.925442522,farce,[fɑːs],[fɑrs],闹剧,
0,10,09,01,0,06,5,0.134830975,fascinate,[ˈfæsɪneɪt],[ˈfæsəˈnet],强烈吸引，使入迷,
0,10,09,01,0,07,6,0.885017119,fast,[fɑːst],[fæst],绝食；斋戒；忠诚的,
0,10,09,01,0,08,7,0.224468445,fastidious,[fæˈstɪdɪəs],[fæˈstɪdɪəs],挑剔的，极仔细的，追求完美的,
0,10,09,01,0,09,8,0.335826258,fateful,[ˈfeɪtfʊl],[ˈfetfl],意义重大的,
0,10,09,01,0,10,9,0.819239375,fathom,[ˈfæð(ə)m],[ˈfæðəm],彻底理解，弄懂,
0,10,09,02,1,01,0,0.609238975,fatigue,[fəˈtiːg],[fəˈtig],疲惫,
0,10,09,02,1,02,1,0.664041448,fatuous,[ˈfætjʊəs],[ˈfætʃuəs],愚笨的，昏庸的,
0,10,09,02,1,03,2,0.636667055,faultfinder,[fɔːltˈfaɪndə],[fɔːltˈfaɪndə],吹毛求疵的人,
0,10,09,02,1,04,3,0.799951265,favorable,[ˈfeɪvərəbl],[ˈfevərəbl],有利的,
0,10,09,02,1,05,4,0.79471854,fawn,[fɔːn],[fɔn],阿谀奉承,
0,10,09,02,1,06,5,0.221397444,faze,[feɪz],[feɪz],打扰，使尴尬,
0,10,09,02,1,07,6,0.801928529,feckless,[ˈfekləs],[ˈfekləs],无成果的，没有价值的；粗心不负责任的,
0,10,09,02,1,08,7,0.747474844,fecund,[ˈfek(ə)nd],[ˈfikənd],多产的，肥沃的,
0,10,09,02,1,09,8,0.840599329,feeble,[ˈfiːb(ə)l],[ˈfibl],衰弱的,
0,10,09,02,1,10,9,0.526578687,feign,[feɪn],[fen],制造假象，装出...的样子,
0,10,09,03,2,01,0,0.967652365,foreshadow,[fɔːˈʃædəʊ],[fɔrˈʃædo],预示,
0,10,09,03,2,02,1,0.397220601,feral,[ˈferəl],[ˈferəl],野生的,
0,10,09,03,2,03,2,0.724506637,fertilize,[ˈfɜːtɪlaɪz],[ˈfɜːtəlaɪz],使肥沃，使多产,
0,10,09,03,2,04,3,0.927555293,fervid,[ˈfɜːvɪd],[ˈfɜːvɪd],酷热的；热情的,
0,10,09,03,2,05,4,0.963956611,forte,[ˈfɔːteɪ],[ˈfɔrte],优势，长处,
0,10,09,03,2,06,5,0.910091811,fester,[ˈfestə],[ˈfɛstə],感染，溃烂，腐烂,
0,10,09,03,2,07,6,0.439848617,fetid,[ˈfetɪd],[ˈfɛtɪd],恶臭的,
0,10,09,03,2,08,7,0.301259003,fetter,[ˈfetə],[ˈfɛtə],束缚,
0,10,09,03,2,09,8,0.821375099,fiasco,[fɪˈæskəʊ],[fɪˈæsko],大失败,
0,10,09,03,2,10,9,0.829121779,fickle,[ˈfɪk(ə)l],[ˈfɪkl],易变的,
0,10,09,04,3,01,0,0.94062347,fictitious,[fɪkˈtɪʃəs],[fɪkˈtɪʃəs],虚构的,
0,10,09,04,3,02,1,0.229516589,fidelity,[fɪˈdelɪtɪ],[fɪˈdɛləti],忠诚,
0,10,09,04,3,03,2,0.142668928,figurative,[ˈfɪg(ə)rətɪv],[ˈfɪgərətɪv],比喻的,
0,10,09,04,3,04,3,0.025976761,fractious,[ˈfrækʃəs],[ˈfrækʃəs],难以管束的,
0,10,09,04,3,05,4,0.831264601,filibuster,[ˈfɪlɪbʌstə],[ˈfɪləˈbʌstə],拖延议事,
0,10,09,04,3,06,5,0.351385695,filter,[ˈfɪltə],[ˈfɪltə],过滤,
0,10,09,04,3,07,6,0.773688855,finale,[fɪˈnɑːlɪ],[fɪˈnæli],终场，结局,
0,10,09,04,3,08,7,0.411269381,finesse,[fɪˈnes],[fɪˈnɛs],娴熟技巧；(巧妙地)躲避,
0,10,09,04,3,09,8,0.81392569,finicky,[ˈfɪnɪkɪ],[ˈfɪnɪki],过分讲究的，挑剔的,
0,10,09,04,3,10,9,0.565131049,flaccid,[ˈflæsɪd],[ˈflæsɪd],不结实的，松弛的,
0,10,09,05,4,01,0,0.473923753,flag,[flæg],[flæg],变得衰弱,
0,10,09,05,4,02,1,0.173273976,flamboyant,[flæmˈbɒɪənt],[flæmˈbɔɪənt],艳丽夺目的，炫耀的，充满装饰的,
0,10,09,05,4,03,2,0.192394631,flatter,[ˈflætə],[ˈflætə],拍马屁，奉承，讨好,
0,10,09,05,4,04,3,0.440755355,flaw,[flɔː],[flɔ],瑕疵，缺点；降低，破坏，使不完美,
0,10,09,05,4,05,4,0.348460507,fledgling,[ˈfledʒlɪŋ],[ˈflɛdʒlɪŋ],新手,
0,10,09,05,4,06,5,0.919809468,fleet,[fliːt],[flit],迅速的,
0,10,09,05,4,07,6,0.265011998,flexible,[ˈfleksɪb(ə)l],[ˈflɛksəbl],灵活的，可变的；易受影响的,
0,10,09,05,4,08,7,0.215895696,flinch,[ˈflɪn(t)ʃ],[flɪntʃ],畏缩；退缩,
0,10,09,05,4,09,8,0.409676873,flippancy,[ˈflɪpənsi],[ˈflɪpənsi],轻率，无礼,
0,10,09,05,4,10,9,0.02787426,flirt,[flɜːt],[flɜːt],调情,
0,10,09,06,5,01,0,0.44119258,flit,[flɪt],[flɪt],快速或突然地经过,
0,10,09,06,5,02,1,0.5116581,flock,[flɒk],[flɑk],聚集，集体行动,
0,10,09,06,5,03,2,0.836110518,florid,[ˈflɒrɪd],[ˈflɔrɪd],辞藻华丽的，花哨的,
0,10,09,06,5,04,3,0.477337213,flounder,[ˈflaʊndə],[ˈflaʊndə],笨拙地行动，挣扎,
0,10,09,06,5,05,4,0.303638001,flourish,[ˈflʌrɪʃ],[ˈflɜːrɪʃ],茂盛；繁荣,
0,10,09,06,5,06,5,0.873463394,flout,[flaʊt],[flaʊt],嘲弄性不理会，蔑视,
0,10,09,06,5,07,6,0.296618845,flabby,[ˈflæbɪ],[ˈflæbi],疲软的，无力的,
0,10,09,06,5,08,7,0.858135115,fluent,[ˈfluːənt],[ˈfluənt],表达流利的,
0,10,09,06,5,09,8,0.833756653,fluky,[ˈfluːki],[ˈfluːki],侥幸的,
0,10,09,06,5,10,9,0.920315309,flush,[flʌʃ],[flʌʃ],大量的；冲洗,
0,10,09,07,6,01,0,0.030703511,fluster,[ˈflʌstə],[ˈflʌstə],使慌乱,
0,10,09,07,6,02,1,0.228323197,foible,[ˈfɔɪbl],[ˈfɔɪbl],小缺点,
0,10,09,07,6,03,2,0.753534033,foil,[fɔɪl],[fɔɪl],挫败,
0,10,09,07,6,04,3,0.477055288,foment,[fəʊˈment],[foʊˈment],助长，煽动,
0,10,09,07,6,05,4,0.338988092,foolproof,[ˈfuːlpruːf],[ˈfulpruf],十分简单以至于不会失败的,
0,10,09,07,6,06,5,0.427532215,footloose,[ˈfʊtluːs],[ˈfʊtluːs],无拘无束的，自由的,
0,10,09,07,6,07,6,0.408848288,forbearance,[fɔːˈbeər(ə)ns],[fɔrˈbɛrəns],克制；忍耐,
0,10,09,07,6,08,7,0.492248385,forebear,[ˈfɔːbeə(r)],[ˈfɔːrber],祖先,
0,10,09,07,6,09,8,0.251402204,forestall,[fɔːˈstɔːl],[fɔːrˈstɔːl],预先阻止,
0,10,09,07,6,10,9,0.360388834,foreword,[ˈfɔːwɜːd],[ˈfɔːrwɜːrd],前言,
0,10,09,08,7,01,0,0.750222053,forge,[fɔːdʒ],[fɔrdʒ],伪造；铸造，铸就,
0,10,09,08,7,02,1,0.749313005,formidable,[ˈfɔːmɪdəb(ə)l],[ˈfɔrmɪdəbl],艰难的,
0,10,09,08,7,03,2,0.064148752,forthright,[ˈfɔːθraɪt],[ˈfɔːrθraɪt],直率的，说话率真的；直接的，不绕弯子的,
0,10,09,08,7,04,3,0.375863575,fortify,[ˈfɔːtɪfaɪ],[ˈfɔrtɪfaɪ],加固，鼓励,
0,10,09,08,7,05,4,0.34076882,foster,[ˈfɒstə],[ˈfɔstə],促进，鼓励，培养,
0,10,09,08,7,06,5,0.340013138,founder,[ˈfaʊndə(r)],[ˈfaʊndə],建立者；完败,
0,10,09,08,7,07,6,0.345378149,fracas,[ˈfrækɑː],[ˈfreɪkəs],争吵，吵闹,
0,10,09,08,7,08,7,0.117106774,fracture,[ˈfræktʃə],[ˈfræktʃə],破裂,
0,10,09,08,7,09,8,0.442629452,fragile,[ˈfrædʒaɪl],[ˈfrædʒəl],易碎的,
0,10,09,08,7,10,9,0.483747107,frail,[freɪl],[frel],虚弱的；(意志)薄弱的,
0,10,09,09,8,01,0,0.075637142,fraudulent,[ˈfrɔːdjʊl(ə)nt],[ˈfrɔdʒələnt],欺诈的,
0,10,09,09,8,02,1,0.954791607,fraught,[frɔːt],[frɔt],充满的,
0,10,09,09,8,03,2,0.325690177,frenzy,[ˈfrenzɪ],[ˈfrɛnzi],疯狂，狂怒,
0,10,09,09,8,04,3,0.969367661,far-fetched,far-fetched,far-fetched,牵强的，不可信的,
0,10,09,09,8,05,4,0.917677611,fretful,[ˈfretfʊl],[ˈfrɛtfəl],易怒的，烦躁的,
0,10,09,09,8,06,5,0.311557144,friable,[ˈfraɪəb(ə)l],[ˈfraɪəbl],易碎的,
0,10,09,09,8,07,6,0.474883958,friction,[ˈfrɪkʃ(ə)n],[ˈfrɪkʃən],摩擦；冲突，不和,
0,10,09,09,8,08,7,0.972476844,frigid,[ˈfrɪdʒɪd],[ˈfrɪdʒɪd],严寒的；冷漠的,
0,10,09,09,8,09,8,0.097947668,fringe,[frɪn(d)ʒ],[frɪndʒ],边缘,
0,10,09,09,8,10,9,0.516032777,frivolous,[ˈfrɪv(ə)ləs],[ˈfrɪvələs],轻浮的；不重要的,
0,10,09,10,9,01,0,0.46242558,frothy,[ˈfrɒθi],[ˈfrɔːθi],(内容等)快乐轻佻、不严肃的,
0,10,09,10,9,02,1,0.82957304,frowsy,[fˈraʊzɪ],[fˈraʊzɪ],邋遢的,
0,10,09,10,9,03,2,0.782249007,frugal,[ˈfruːg(ə)l],[ˈfruɡl],节约的,
0,10,09,10,9,04,3,0.250162061,fungible,[ˈfʌndʒɪbl],[ˈfʌndʒəbl],可互换的,
0,10,09,10,9,05,4,0.612766789,full-bodied,[fʊlˈbɒdɪd],[fʊlˈbɑːdɪd],重要的,
0,10,09,10,9,06,5,0.894674847,fulminate,[ˈfʊlmɪneɪt],[ˈfʊlmɪneɪt],大声斥责,
0,10,09,10,9,07,6,0.962598798,fumble,[ˈfʌmb(ə)l],[ˈfʌmbl],笨拙地做,
0,10,09,10,9,08,7,0.896191905,furor,[ˈfjuːrɔː],[ˈfjʊrrɔr],喧闹，狂怒；激动，狂热,
0,10,09,10,9,09,8,0.695021145,furtive,[ˈfɜːtɪv],[ˈfɜːrtɪv],鬼鬼祟祟的；秘密的,
0,10,09,10,9,10,9,0.576571914,fury,[ˈfjʊərɪ],[ˈfjʊri],暴怒,
0,11,10,01,0,01,0,0.636240684,fussy,[ˈfʌsɪ],[ˈfʌsi],谨慎的；挑剔的,
0,11,10,01,0,02,1,0.659403467,fusty,[ˈfʌsti],[ˈfʌsti],过时的；腐臭的,
0,11,10,01,0,03,2,0.58425001,futile,[ˈfjuːtaɪl],[ˈfjʊtaɪl],无效的，无用的,
0,11,10,01,0,04,3,0.883976774,gadfly,[ˈɡædflaɪ],[ˈɡædflaɪ],刺激物,
0,11,10,01,0,05,4,0.002517051,gaffe,[ɡæf],[ɡæf],(社交上)失礼，失态,
0,11,10,01,0,06,5,0.606739261,gainsay,[geɪnˈseɪ],[ˌɡenˈse],否认,
0,11,10,01,0,07,6,0.99559229,gall,[gɔːl],[ɡɔl],(使)焦躁，激怒,
0,11,10,01,0,08,7,0.814364983,gallant,[ˈgæl(ə)nt],[ˈɡælənt],英勇的,
0,11,10,01,0,09,8,0.841583739,galvanize,[ˈɡælvənaɪz],[ˈɡælvənaɪz],(好似用电击)刺激,
0,11,10,01,0,10,9,0.2877214,gamble,[ˈgæmb(ə)l],[ˈɡæmbl],赌博，孤注一掷,
0,11,10,02,1,01,0,0.825106855,gambol,[ˈɡæmbl],[ˈɡæmbl],欢跳，雀跃,
0,11,10,02,1,02,1,0.142224884,gag,[gæg],[gæg],笑话；玩笑之举,
0,11,10,02,1,03,2,0.503464195,garble,[ˈgɑːbl],[ˈgɑːbəl],曲解，篡改，混淆(以至使无法理解),
0,11,10,02,1,04,3,0.91220055,gargantuan,[gɑːˈgæntjʊən],[ɡɑrˈɡæntʃuən],巨大的,
0,11,10,02,1,05,4,0.56046334,garish,[ˈgeərɪʃ],[ˈɡɛrɪʃ],过于鲜艳的，过于张扬的,
0,11,10,02,1,06,5,0.370346153,generic,[dʒɪˈnerɪk],[dʒəˈnɛrɪk],无差别的，普遍的,
0,11,10,02,1,07,6,0.781158487,garrulous,[ˈgær(j)ʊləs],[ˈɡærələs],啰嗦的，话多得令人厌烦的,
0,11,10,02,1,08,7,0.650008181,guardian,[ˈgɑːdɪən],[ˈɡɑrdɪən],保护者，捍卫者,
0,11,10,02,1,09,8,0.875461616,gleam,[gliːm],[ɡlim],闪光,
0,11,10,02,1,10,9,0.174658273,gauche,[gəʊʃ],[ɡoʃ],笨拙的，缺乏社交经验的,
0,11,10,03,2,01,0,0.952271876,gaudy,[ˈgɔːdɪ],[ˈgɔdi],俗丽的,
0,11,10,03,2,02,1,0.450130145,gauge,[geɪdʒ],[gedʒ],测量标准；判定,
0,11,10,03,2,03,2,0.628535655,gear,[gɪə],[ɡɪr],调整(以配合),
0,11,10,03,2,04,3,0.20730108,genial,[ˈdʒiːnɪəl],[ˈdʒinɪəl],和蔼亲切的,
0,11,10,03,2,05,4,0.068705066,genteel,[dʒenˈtiːl],[dʒɛnˈtil],有教养的，不粗俗的,
0,11,10,03,2,06,5,0.432373005,germane,[dʒɜːˈmeɪn],[dʒɜːˈmen],有关的，适当的,
0,11,10,03,2,07,6,0.343552279,gibe,[dʒaɪb],[dʒaɪb],嘲弄,
0,11,10,03,2,08,7,0.837521599,giddy,[ˈgɪdɪ],[ˈɡɪdi],轻率不严肃的,
0,11,10,03,2,09,8,0.57979068,gild,[gɪld],[ɡɪld],(带欺骗性地)修改，润色,
0,11,10,03,2,10,9,0.889153121,gist,[dʒɪst],[dʒɪst],要点,
0,11,10,04,3,01,0,0.597616299,gigantic,[dʒaɪˈgæntɪk],[dʒaɪˈɡæntɪk],巨大的,
0,11,10,04,3,02,1,0.512199144,glaze,[gleɪz],[ɡlez],给...上釉，妆点,
0,11,10,04,3,03,2,0.05907518,glib,[ɡlɪb],[ɡlɪb],流利圆滑的(常含有不真诚或欺诈的成分)，油腔滑调的；缺乏深度的，肤浅的,
0,11,10,04,3,04,3,0.72138407,glisten,[ˈglɪs(ə)n],[ˈɡlɪsn],闪光,
0,11,10,04,3,05,4,0.055920281,glitch,[ɡlɪtʃ],[ɡlɪtʃ],小故障,
0,11,10,04,3,06,5,0.826073044,gloat,[gləʊt],[ɡlot],幸灾乐祸，自鸣得意,
0,11,10,04,3,07,6,0.184282932,gloomy,[ˈgluːmɪ],[ˈɡlumi],忧郁的,
0,11,10,04,3,08,7,0.933257606,gloss,[glɒs],[ɡlɑs],简短解释；敷衍潦草做事(甚至忽略),
0,11,10,04,3,09,8,0.319583979,glossy,[ˈglɒsɪ],[ˈɡlɑsi],平滑的，有光泽的,
0,11,10,04,3,10,9,0.798517746,glut,[glʌt],[ɡlʌt],使过量，使充满,
0,11,10,05,4,01,0,0.535350209,glutinous,[ˈgluːtɪnəs],[ˈɡlutənəs],胶状的，粘的,
0,11,10,05,4,02,1,0.732106836,glutton,[ˈglʌt(ə)n],[ˈɡlʌtn],贪吃者,
0,11,10,05,4,03,2,0.189077827,goad,[gəʊd],[ɡod],刺激，驱使，激发,
0,11,10,05,4,04,3,0.033278288,gobble,[ˈgɒb(ə)l],[ˈɡɑbl],狼吞虎咽,
0,11,10,05,4,05,4,0.297423496,goggle,[ˈgɒg(ə)l],[ˈɡɑɡl],凝视,
0,11,10,05,4,06,5,0.119910506,goldbrick,[ˈɡəʊldbrɪk],[ˈɡoʊldbrɪk],逃避工作和责任,
0,11,10,05,4,07,6,0.937053501,gorge,[gɔːdʒ],[ɡɔrdʒ],峡谷；狼吞虎咽,
0,11,10,05,4,08,7,0.516742599,gossamer,[ˈɡɒsəmə(r)],[ˈɡɑːsəmər],虚无缥缈的东西；轻薄的；薄弱的,
0,11,10,05,4,09,8,0.25167522,grimy,[ˈɡraɪmi],[ˈɡraɪmi],肮脏的,
0,11,10,05,4,10,9,0.385887008,gourmet,[ˈgʊəmeɪ],[ˈɡʊrme],美食家,
0,11,10,06,5,01,0,0.886498988,grandeur,[ˈgrændjə],[ˈɡrændʒə],宏伟，壮丽,
0,11,10,06,5,02,1,0.752266396,grandiloquent,[ɡrænˈdɪləkwənt],[ɡrænˈdɪləkwənt],(语言等)浮夸的,
0,11,10,06,5,03,2,0.082029175,grandiose,[ˈgrændɪəʊs],[ˈɡrændɪos],自命不凡的，浮夸的,
0,11,10,06,5,04,3,0.765599472,grandstand,[ˈɡrænstænd],[ˈɡrænstænd],为了给人留下印象而表演，哗众取宠,
0,11,10,06,5,05,4,0.316983934,grate,[greɪt],[ɡret],刮擦(以发出刺耳的声音)；骚扰，惹恼,
0,11,10,06,5,06,5,0.600749955,gratify,[ˈgrætɪfaɪ],[ˈgrætəˈfai],使满足,
0,11,10,06,5,07,6,0.151717622,gratuitous,[grəˈtjuːɪtəs],[ɡrəˈtuɪtəs],无根据的，无理由的；无报酬的，免费的,
0,11,10,06,5,08,7,0.537233576,green,[griːn],[ɡrin],无经验的,
0,11,10,06,5,09,8,0.147611553,gregarious,[grɪˈgeərɪəs],[grɪˈgɛrɪəs],爱社交的；群居的,
0,11,10,06,5,10,9,0.149629867,grieve,[griːv],[griv],(使)感到悲伤,
0,11,10,07,6,01,0,0.111358651,glamorous,[ˈglæmərəs],[ˈglæmərəs],迷人的,
0,11,10,07,6,02,1,0.516625402,grin,[grɪn],[ɡrɪn],咧嘴笑，咧嘴笑着表示,
0,11,10,07,6,03,2,0.075862131,gripe,[graɪp],[ɡraɪp],抱怨,
0,11,10,07,6,04,3,0.77933527,grisly,[ˈgrɪzlɪ],[ˈgrɪzli],令人反感的，令人恐惧的,
0,11,10,07,6,05,4,0.667955502,groove,[gruːv],[ɡruv],享受，极其满意，过得快活,
0,11,10,07,6,06,5,0.639761153,grotesque,[grə(ʊ)ˈtesk],[groˈtɛsk],难看的,
0,11,10,07,6,07,6,0.142536154,grovel,[ˈɡrɒvl],[ˈɡrɑːvl],卑躬屈膝,
0,11,10,07,6,08,7,0.842430022,grueling,[ˈgrʊəlɪŋ],[ˈgruːəlɪŋ],费时间花心思的,
0,11,10,07,6,09,8,0.610686244,guile,[ɡaɪl],[ɡaɪl],狡猾，狡诈,
0,11,10,07,6,10,9,0.36339594,glean,[gliːn],[ɡlin],收集,
0,11,10,08,7,01,0,0.440067062,gull,[gʌl],[ɡʌl],欺骗,
0,11,10,08,7,02,1,0.069976216,groundless,[ˈgraʊn(d)lɪs],[ˈɡraʊndləs],没有依据的,
0,11,10,08,7,03,2,0.962340138,gush,[gʌʃ],[ɡʌʃ],(使)感情强烈外溢,
0,11,10,08,7,04,3,0.712383375,gust,[gʌst],[ɡʌst],情感爆发,
0,11,10,08,7,05,4,0.090551036,guzzle,[ˈɡʌzl],[ˈɡʌzl],狂饮,
0,11,10,08,7,06,5,0.145496034,hack,[hæk],[hæk],雇佣文人；乱砍；开辟,
0,11,10,08,7,07,6,0.805815764,hackneyed,[ˈhæknɪd],[ˈhæknɪd],陈腐的，缺乏创新的,
0,11,10,08,7,08,7,0.488126392,halcyon,[ˈhælsɪən],[ˈhælsɪən],宁静的，平静的,
0,11,10,08,7,09,8,0.096724622,hale,[heɪl],[heɪl],强壮的，健壮的,
0,11,10,08,7,10,9,0.922744694,half-baked,half-baked,half-baked,不明智的,
0,11,10,09,8,01,0,0.021761465,hallmark,[ˈhɔːlmɑːk],[ˈhɔːlmɑːrk],典型的特征,
0,11,10,09,8,02,1,0.711072349,hallow,[ˈhæləʊ],[ˈhæloʊ],尊敬，把...视为神圣,
0,11,10,09,8,03,2,0.595503467,hallucination,[həˌluːsɪˈneɪʃ(ə)n],[həˌlusɪˈneʃən],错觉,
0,11,10,09,8,04,3,0.886968752,ham-handed,[ˈhæmˌhændɪd],[ˈhæmˌhændɪd],笨手笨脚的,
0,11,10,09,8,05,4,0.94366384,hammer,[ˈhæmə],[ˈhæmə],屡次重申,
0,11,10,09,8,06,5,0.798226404,hamper,[ˈhæmpə],[ˈhæmpə],阻碍,
0,11,10,09,8,07,6,0.982284952,hamstring,[ˈhæmstrɪŋ],[ˈhæmstrɪŋ],使无效，使无力,
0,11,10,09,8,08,7,0.929687836,hangdog,[ˈhæŋdɒg],[ˈhæŋdɔɡ],伤心的，沮丧的,
0,11,10,09,8,09,8,0.643306214,hanker,[ˈhæŋkə(r)],[ˈhæŋkər],向往，渴望,
0,11,10,09,8,10,9,0.210027454,haphazard,[hæpˈhæzəd],[ˈhæphæzəd],无秩序的，无目标的,
0,11,10,10,9,01,0,0.605896088,harangue,[həˈræŋ],[həˈræŋ],(发表)长篇大论,
0,11,10,10,9,02,1,0.22313503,harass,[ˈhærəs],[ˈhærəsˌhəˈræs],烦扰,
0,11,10,10,9,03,2,0.103291246,harbinger,[ˈhɑːbɪndʒə],[ˈhɑrbɪndʒə],预言者,
0,11,10,10,9,04,3,0.575912642,harbor,[ˈhɑːbə],[ˈhɑrbə],心怀，牢记,
0,11,10,10,9,05,4,0.131673577,hard-bitten,[ˈhɑːdˈbɪtn],[ˈhɑːdˈbɪtn],顽强的，经受得住困境、压力的,
0,11,10,10,9,06,5,0.140686817,hardy,[ˈhɑːdi],[ˈhɑːrdi],顽强的,
0,11,10,10,9,07,6,0.450617165,harmonious,[hɑːˈməʊnɪəs],[hɑrˈmonɪəs],和谐一致的,
0,11,10,10,9,08,7,0.159943116,harness,[ˈhɑːnɪs],[ˈhɑrnɪs],利用,
0,11,10,10,9,09,8,0.911483639,harrow,[ˈhærəʊ],[ˈhæroʊ],折磨，使苦恼,
0,11,10,10,9,10,9,0.280796436,harry,[ˈhærɪ],[ˈhæri],不断烦扰，骚扰,
0,12,11,01,0,01,0,0.808585106,harsh,[hɑːʃ],[hɑrʃ],严厉的,
0,12,11,01,0,02,1,0.22818875,hasten,[ˈheɪs(ə)n],[ˈhesn],促进,
0,12,11,01,0,03,2,0.48943531,hasty,[ˈheɪstɪ],[ˈhesti],轻率的,
0,12,11,01,0,04,3,0.797515743,haunt,[hɔːnt],[hɔnt],常去拜访；不断地想起，萦绕心头,
